,x1,x2,y
220,32.227108,-4.8704762,2
221,-12.474253,46.804535,6
222,-52.460335,-16.380796,4
223,-8.595958,-27.626928,7
224,1.8495497,-32.66639,1
225,8.75016,-10.072629,8
226,-25.901815,-26.49636,9
227,-16.06821,-14.733971,9
228,4.340276,10.698501,3
229,7.758192,41.451183,0
230,0.52971363,-28.37978,7
231,28.150627,-31.53894,1
232,20.49747,28.343307,0
233,48.365677,8.753442,2
234,17.915981,35.430214,0
235,25.064672,12.316694,3
236,-21.02004,13.714117,5
237,-40.994946,-4.779758,4
238,-16.145685,43.851704,6
239,-22.209103,19.825714,5
240,2.9003375,-3.0653498,8
241,-15.631464,50.461517,6
242,23.369167,17.36856,3
243,-8.840357,-30.21574,7
244,-4.127174,14.720363,5
245,4.976378,-11.066554,8
246,8.321419,41.78293,0
247,-16.007448,-14.676802,9
248,22.614128,-49.115837,1
249,7.1636176,42.70689,0
250,14.172082,-7.326578,3
251,22.605646,-30.95208,1
252,43.734776,-9.37343,2
253,49.33686,12.535628,2
254,11.89704,21.118544,3
255,25.494192,11.318117,3
256,-2.6723003,29.844753,6
257,-39.616184,1.6159794,4
258,2.4518495,-37.21837,7
259,-22.968805,22.455626,5
260,10.530631,52.037373,0
261,-8.559272,41.91896,6
262,0.35135275,35.374634,2
263,-8.427477,-30.307358,7
264,-36.933937,-30.0151,9
265,4.147138,-12.288926,8
266,-6.9005957,11.613595,5
267,-17.495346,-16.239454,9
268,0.2034186,-46.569798,2
269,29.775986,-25.760502,1
270,32.278393,-33.35928,1
271,-35.49175,-1.3166294,4
272,-47.157158,-3.196189,4
273,-22.806429,20.744753,5
274,-3.7108142,30.824818,6
275,-42.528687,-1.9517281,4
276,17.997301,-30.03928,1
277,46.53857,11.254847,2
278,-8.582987,22.687992,5
279,23.159437,5.885153,3
280,-19.533463,-12.52112,9
281,25.120422,12.964982,3
282,-30.943142,-30.489128,9
283,9.134227,44.13544,0
284,-0.7688233,17.317131,5
285,-16.208336,-15.818925,9
286,-4.131179,43.582153,6
287,-26.643799,22.586884,5
288,-4.843844,-41.75005,7
289,-37.956562,0.7226548,4
290,22.68361,-27.091251,1
291,23.409086,12.523885,3
292,-31.739416,-7.190842,4
293,15.858517,37.282345,0
294,-52.387146,-17.5738,4
295,7.6119246,-10.086741,8
296,15.903737,36.77262,0
297,-40.470295,1.6726993,4
298,7.9019694,9.907507,3
299,-13.408124,45.773308,6
300,1.6250961,-4.3867383,8
301,-8.0728245,-26.869896,7
302,-6.27646,37.280434,6
303,22.12754,39.231384,0
304,-18.749994,-36.46247,9
305,-0.8823316,-25.748953,7
306,2.2273579,17.865438,5
307,0.7209885,-32.090534,7
308,47.926914,9.116864,2
309,30.51567,-22.251028,1
310,16.511023,-35.63378,1
311,-10.099904,44.19899,6
312,-3.5915017,-1.2864236,8
313,-16.685797,-14.162968,9
314,-49.26912,-8.10629,4
315,22.737858,-19.841684,1
316,-0.7760751,17.31216,5
317,48.648464,10.543201,2
318,28.154814,-14.581954,2
319,-17.423052,-5.741468,9
320,21.748428,31.496246,0
321,25.322905,11.916486,3
322,-34.619083,-26.282898,9
323,-15.49945,48.722763,6
324,-4.015127,-40.95438,7
325,49.872017,8.90818,2
326,18.897287,34.840218,0
327,26.434534,11.616414,3
328,-15.346257,12.748014,5
329,-41.02784,-0.2807507,4
330,19.20983,17.26186,3
331,-12.504761,37.824986,6
332,-8.793777,13.025979,5
333,0.22253793,4.407022,8
334,-32.42194,-22.500477,9
335,-24.15098,22.567675,5
336,-36.956642,-5.8918543,4
337,-6.690761,-27.426758,7
338,-41.717327,-4.811359,4
339,48.769344,9.383258,2
340,-22.160473,-26.05889,7
341,25.446419,12.515839,3
342,-34.254635,-6.632116,4
343,7.740377,-10.596864,8
344,-28.631857,-23.853497,9
345,22.675728,-19.164326,1
346,-11.048705,-13.708858,9
347,47.868774,11.407983,2
348,3.3795667,-1.3758385,8
349,-3.736426,-31.684017,7
350,-29.192352,-21.373775,9
351,22.723053,-17.810438,1
352,0.80165696,8.59511,8
353,4.1623974,-28.497066,7
354,-38.006714,-10.975617,4
355,26.238209,-16.632574,1
356,14.130198,3.6614583,3
357,23.733145,-20.689184,1
358,25.92734,-48.53235,1
359,18.450342,41.03206,0
360,39.821255,-11.805648,2
361,23.546934,6.0066566,3
362,-24.705019,-19.723686,9
363,-34.834396,2.1944573,4
364,-23.88302,-19.014053,9
365,47.048035,6.324737,2
366,30.042412,-37.17848,1
367,-9.956543,44.61861,6
368,7.7739525,-7.0103116,8
369,-41.566372,-2.7175477,4
370,5.4980254,-39.71896,7
371,-10.132248,-32.26445,7
372,-38.16747,-7.3103724,4
373,-39.734344,-0.25450414,4
374,-28.967113,-25.011227,9
375,49.55312,10.3924885,2
376,-7.957463,8.529291,5
377,-6.7196016,-27.283155,7
378,41.818993,2.3052855,2
379,-36.10584,3.9813604,4
380,-50.927795,-13.664048,4
381,49.676308,7.035935,2
382,26.542688,-38.37206,1
383,-20.366295,-8.659454,9
384,-6.008052,-47.814632,7
385,51.525223,7.6123095,2
386,-3.1702464,9.779033,8
387,-0.7920738,-29.307844,7
388,-9.630768,27.912197,6
389,-17.175777,-10.471341,9
390,35.43506,-7.998577,2
391,53.825592,7.965389,2
392,10.430186,8.580019,3
393,5.162244,-13.950859,8
394,25.759888,-46.906136,1
395,-8.4218855,41.868702,6
396,-11.201768,17.379286,5
397,26.339605,-15.5680275,1
398,16.963411,-44.236794,1
399,22.50993,41.03623,0
400,40.979256,-0.4768821,2
401,-12.188054,36.936127,6
402,-43.880966,-2.742548,4
403,-22.38461,22.492235,5
404,11.706305,8.361719,8
405,25.42217,12.965204,3
406,23.613337,-47.905575,1
407,-22.482851,22.322832,5
408,16.192848,-33.475994,1
409,-17.512571,-5.720733,9
410,41.253613,-7.0950456,2
411,-0.56565726,-25.303356,7
412,-14.636501,-17.484053,4
413,-39.24911,1.7138387,4
414,-33.420616,-12.26682,4
415,3.7548778,-15.305622,8
416,22.972507,-24.481253,1
417,-29.197193,20.821775,5
418,-30.81677,20.089165,8
419,-18.234356,-8.885372,9
420,-15.15484,16.746138,5
421,-8.712146,41.122063,6
422,2.1856859,-36.979042,7
423,-15.925443,-6.8238945,9
424,-28.734985,-30.835468,9
425,28.434,10.12333,3
426,-12.500212,-35.640762,7
427,18.59356,51.030674,0
428,-26.964119,-26.797695,9
429,9.591183,44.63155,0
430,-12.816618,31.648888,6
431,-12.281718,40.241867,6
432,40.711197,7.487823,2
433,24.709892,12.197509,3
434,-35.632343,-26.826746,9
435,10.629217,46.515137,0
436,-15.922155,-33.120594,7
437,-26.846367,22.514004,5
438,-43.75731,-10.869764,4
439,7.0269303,-14.30735,8
440,8.224875,38.86776,0
441,-15.435893,-14.171363,9
442,-40.706207,-5.488306,4
443,26.650229,-16.426228,1
444,22.227755,-51.63723,2
445,4.645121,-11.934489,8
446,-18.16468,-40.45108,7
447,26.366714,-15.65795,1
448,52.689045,5.8870144,2
449,-9.01482,42.304867,6
450,19.789902,-34.28452,1
451,23.954247,31.677559,0
452,22.735052,20.577236,3
453,19.579477,46.668964,0
454,14.172201,-39.634018,1
455,29.52275,-19.816051,1
456,2.9946783,-6.569309,8
457,49.101772,9.916156,2
458,11.106713,38.79508,0
459,14.504335,-1.8582458,3
460,-33.206535,-23.117878,9
461,-46.224316,1.2240201,4
462,12.118315,49.43667,0
463,-29.672998,18.889782,5
464,7.244235,48.48125,0
465,-6.9128733,42.574306,6
466,18.84334,-24.28987,1
467,-2.4878056,-27.07018,7
468,-20.74913,-43.928585,7
469,-0.58694404,-14.445384,8
470,26.297052,-46.69647,1
471,-15.74854,-4.581161,9
472,32.95981,-30.382418,2
473,23.429047,46.757664,0
474,-19.587679,18.135088,5
475,19.5896,-13.223361,1
476,50.883694,-2.4554641,2
477,44.186058,12.398973,2
478,0.14361456,-44.714745,7
479,17.173763,7.3012652,3
480,-15.309792,10.991447,5
481,-44.558945,5.9227085,4
482,-17.220076,-17.77791,9
483,2.0188694,-24.861702,7
484,15.013691,-41.871384,1
485,0.13094074,-15.109963,8
486,6.89419,13.735313,3
487,-15.896334,-1.7910434,9
488,-21.857834,51.59485,6
489,23.050625,49.86523,0
490,15.99675,19.799368,3
491,19.910341,-8.385085,1
492,15.620229,-19.377115,1
493,53.583496,10.011243,2
494,8.055888,34.56521,6
495,20.040226,21.010994,3
496,-10.566108,21.57627,5
497,2.9196925,-23.177916,7
498,-14.321868,34.288902,6
499,7.8216825,-8.738014,8
500,-1.404157,-40.11893,3
501,-15.926546,-1.5483525,9
502,-15.711934,7.645147,5
503,6.9521165,-13.658605,8
504,-4.2654634,18.804205,5
505,-6.261765,-28.521572,7
506,-14.873097,56.713997,6
507,19.509932,-13.334125,1
508,17.531897,-12.387169,1
509,24.760626,3.4516568,3
510,19.911617,-22.88414,1
511,2.7346978,-22.479097,7
512,-19.475805,7.4675384,5
513,-27.465605,18.316547,5
514,14.085217,14.0710335,5
515,52.90754,11.327147,2
516,-10.370853,9.492863,5
517,1.0350101,-10.438515,8
518,2.4154327,-35.251266,7
519,24.51856,47.88949,0
520,-26.643402,-21.957039,9
521,-5.4975104,-23.421394,7
522,-6.339964,-36.14435,7
523,-29.361109,19.772875,5
524,8.8385935,40.080635,0
525,-17.451063,-2.901485,9
526,7.1679144,41.663895,0
527,28.796753,47.28338,0
528,-9.229736,5.0723763,8
529,-16.177137,-1.8726035,9
530,46.69223,-2.9931812,2
531,-41.55981,9.110385,4
532,-6.019935,2.5362263,8
533,20.035196,-7.389768,1
534,-21.818058,43.405876,6
535,20.35943,-9.227247,1
536,-14.543197,42.30663,6
537,-25.972666,21.183403,5
538,19.635408,-22.748728,1
539,-3.3319402,-9.658992,8
540,16.369164,-1.3538085,3
541,-40.067715,4.741229,4
542,22.433008,31.660809,0
543,-23.746815,15.932657,5
544,17.047997,23.183973,5
545,6.2617707,-8.338007,8
546,17.733719,15.513567,3
547,-9.483995,37.12441,6
548,41.40993,11.89356,2
549,24.94193,5.863353,3
550,-27.815044,-22.76468,9
551,44.581013,13.034196,2
552,21.623608,-31.039848,1
553,18.187168,-14.507742,1
554,-2.1690989,15.451233,5
555,49.070457,10.051891,2
556,22.465366,-36.452564,1
557,26.835754,8.795224,3
558,48.856068,-9.288429,2
559,7.685741,-12.337274,8
560,6.732807,-30.959703,7
561,27.514313,10.183488,3
562,-10.283297,-37.289284,7
563,50.407726,11.071455,2
564,-45.18681,-5.3366985,4
565,-6.6233535,43.438812,6
566,-24.39845,-21.497253,9
567,1.691222,-25.799307,7
568,39.395027,6.2782607,2
569,-39.40203,6.1606307,4
570,46.01186,-1.8744496,2
571,2.3783152,-11.288098,8
572,18.013523,-36.25677,1
573,17.075693,-15.783121,1
574,16.206663,-0.13469723,3
575,6.3395567,-13.423653,8
576,-22.905859,-28.476868,4
577,23.739397,46.785957,0
578,-14.486659,29.964958,6
579,-25.851946,12.721574,5
580,-24.597198,-23.284925,9
581,26.897709,9.4220915,3
582,15.989703,29.417173,0
583,-15.594218,-2.065152,9
584,37.539635,5.5015173,2
585,-42.985405,7.6286054,4
586,4.6719265,-26.143187,7
587,19.590233,-10.116064,1
588,17.368048,-23.80242,2
589,-18.26103,-3.7439008,9
590,-30.755579,-8.769276,4
591,51.046215,10.694831,2
592,-21.915918,47.7109,6
593,21.083714,-12.477431,1
594,1.2686942,4.6017027,8
595,-15.631061,-2.3019762,9
596,7.9429603,36.370174,0
597,-3.776154,36.56925,6
598,-7.7506995,41.387672,6
599,1.5878822,-24.609837,7
600,-16.300425,-18.995483,9
601,-16.75203,-1.9182374,9
602,12.668916,18.592442,8
603,28.42191,42.083775,0
604,16.825294,-26.710642,1
605,-40.41298,9.90738,4
606,-49.63364,-19.042418,4
607,-4.4655614,37.03385,6
608,-17.923256,-40.17045,7
609,17.085964,-14.979922,1
610,-21.270792,6.4973116,5
611,5.4872384,-23.823334,7
612,14.385584,33.061745,0
613,21.27875,4.8236613,3
614,-28.496126,22.088299,5
615,-0.28269944,-14.3747635,8
616,-49.012177,-11.73507,4
617,0.68903184,-26.17386,7
618,27.47702,-46.098072,1
619,51.530483,9.31803,2
620,-1.8741641,15.980797,5
621,-17.443094,-4.7488594,9
622,-3.7753901,16.66043,5
623,-3.674346,36.596035,6
624,-1.3605042,-37.141903,7
625,-17.839458,12.513936,5
626,-24.479242,-5.7668715,9
627,-26.969309,5.7106657,8
628,-1.1194468,4.6738358,8
629,23.304998,5.017364,3
630,-10.203192,28.270758,6
631,-16.500017,-1.4818009,9
632,-12.227546,-35.658688,7
633,28.347197,43.06854,0
634,4.1813655,-38.244675,7
635,53.20291,-0.47707117,5
636,0.36022377,-34.35113,7
637,20.721252,-12.837868,1
638,18.175262,-45.393852,1
639,24.784826,40.181927,0
640,-17.232574,-43.354263,7
641,-15.606495,-1.969544,9
642,47.653744,7.342441,2
643,21.657228,8.529842,3
644,17.537985,-21.053604,7
645,19.83286,6.973842,3
646,34.499264,-8.344079,2
647,-41.014862,9.564344,4
648,32.35982,-27.181543,1
649,-3.4120271,36.41763,6
650,45.938866,-11.023025,2
651,0.121997856,-25.194784,7
652,-13.511548,19.072697,5
653,-22.994427,14.896168,5
654,-3.6857145,-40.348545,7
655,-42.35992,7.6504216,4
656,27.165249,35.244667,0
657,51.03008,5.7729526,2
658,-16.458954,52.839657,6
659,25.256262,4.375668,3
660,-13.867632,32.33511,6
661,-39.95275,10.032672,4
662,19.279854,33.666866,0
663,-43.064728,8.051144,4
664,47.52212,-10.092147,2
665,-1.3918726,38.606182,6
666,25.411451,31.951534,0
667,28.392513,47.79858,0
668,10.178444,33.64368,0
669,24.975252,40.194836,0
670,6.253192,19.613045,3
671,15.89783,-15.595022,1
672,-8.393667,33.44366,6
673,52.697178,7.3135123,2
674,32.146053,-29.264565,2
675,22.732006,14.695769,3
676,19.695496,-29.468004,1
677,-47.61799,3.2915,4
678,16.289164,-38.317657,1
679,-13.728954,21.922037,5
680,-41.343754,2.9247684,4
681,-8.482823,44.557945,6
682,-42.602875,-17.904922,4
683,-1.0798187,-25.983923,7
684,42.29944,5.081854,2
685,6.707486,-11.593496,8
686,-14.74718,-43.087067,7
687,-24.333244,-10.706629,9
688,45.58813,-11.082218,2
689,25.095127,40.604996,0
690,-7.426489,14.368857,5
691,15.8272,-15.839367,1
692,-45.11707,-9.271293,4
693,50.182617,-0.937051,2
694,-4.857881,1.2005084,8
695,25.242876,12.02315,3
696,34.12264,-6.3599143,2
697,-47.425755,3.709319,4
698,22.26245,-20.132946,1
699,-10.652033,22.560867,5
700,-40.819878,2.5719838,4
701,-8.216289,44.56016,6
702,17.062656,33.666878,0
703,-6.989812,-26.838882,7
704,-37.96174,-23.995441,9
705,6.3956184,-14.410971,8
706,-46.32195,-18.4668,4
707,-18.488094,-9.483464,9
708,-4.3216515,1.773781,8
709,22.045713,45.060955,0
710,26.183409,-40.976513,1
711,17.338577,-12.552556,1
712,30.621937,38.839504,0
713,52.405407,7.9890947,2
714,40.00471,-7.9692016,2
715,25.523111,11.941953,3
716,44.42709,10.441248,2
717,-45.882114,3.2825222,4
718,-25.422077,-28.37745,4
719,-4.510318,17.212263,5
720,21.615805,-45.240013,8
721,-5.240644,40.026516,6
722,-3.609425,14.297484,5
723,-1.4459095,-24.803402,7
724,-10.988282,-41.54528,7
725,6.8455415,-13.1819105,8
726,-4.96504,3.1828842,8
727,-21.466429,-9.274824,9
728,5.9060874,-30.78866,7
729,-47.61321,3.5407372,4
730,-3.7883587,-40.23819,7
731,25.700478,11.646438,3
732,38.532207,-7.670165,2
733,20.006634,45.820477,0
734,-6.2741504,0.7844798,8
735,-3.9049947,38.813656,6
736,-0.69959515,3.7025657,8
737,-2.8898606,38.12004,6
738,18.953236,-49.509216,1
739,-7.0219984,43.872894,6
740,3.0991561,0.16977571,8
741,-24.82041,-10.183071,9
742,-52.005768,-7.0348845,4
743,24.16795,45.137867,0
744,-22.55793,-19.780838,9
745,27.448944,45.350616,0
746,-13.987763,-20.331156,4
747,22.127647,-13.79231,1
748,-7.264845,12.755367,5
749,-44.512653,7.332884,4
750,-4.5384517,-44.051807,7
751,-15.020729,21.361303,5
752,11.555068,8.460326,3
753,-0.8828424,-23.580015,7
754,-31.741995,-1.4226296,4
755,-21.355143,-5.3207583,9
756,-8.29996,-4.3268514,8
757,-15.817145,21.623356,5
758,-6.741758,-3.6544514,8
759,-2.4710379,39.239677,6
760,3.689118,13.622312,3
761,3.0514743,-11.026284,8
762,-21.105824,46.213963,6
763,-26.627005,-13.123705,9
764,-36.59794,-31.737076,9
765,27.476534,-19.771746,1
766,-1.3721867,-5.477071,8
767,21.035065,14.914675,3
768,-3.7467825,19.940815,5
769,3.192398,-12.360641,8
770,-15.267497,57.549286,6
771,-16.008345,19.312414,5
772,-24.081034,-8.0833,9
773,-3.3803914,-33.80637,7
774,47.694096,11.886242,2
775,-23.87083,23.186253,5
776,22.765177,28.446125,0
777,1.017499,-11.992463,8
778,-24.376923,2.619656,5
779,25.66116,-14.669622,1
780,27.326525,-43.935062,1
781,24.130062,45.32703,0
782,-27.534298,-11.107886,9
783,25.568277,-14.806071,1
784,4.703205,-2.5789986,8
785,-3.4098206,38.227974,6
786,-18.580324,-36.64839,7
787,22.041327,45.266125,0
788,-35.379375,-11.592588,9
789,21.788786,14.240955,3
790,13.820524,45.621307,0
791,3.5605638,-11.513472,8
792,-4.093385,7.7192597,8
793,-21.458687,-8.96225,9
794,-2.123359,35.92388,6
795,4.558642,-25.540127,7
796,4.055153,-4.3405733,8
797,-42.147152,1.1541302,4
798,-6.3324833,-42.141735,7
799,-14.340593,21.6857,5
800,-29.125881,-19.135403,9
801,50.442368,-1.1823558,2
802,-15.284822,41.478477,6
803,2.8696897,-24.99523,7
804,-50.598675,-14.948257,4
805,-13.620663,21.644432,5
806,-26.191927,-19.256947,9
807,49.875492,-1.239708,2
808,12.580659,0.79765373,3
809,27.962234,-19.326342,1
810,-20.970882,40.529167,6
811,25.047691,11.934345,3
812,-27.086374,-24.63774,9
813,51.50679,-0.95850664,2
814,39.519733,-7.0701385,2
815,-10.607847,21.554375,5
816,-12.077704,37.566414,6
817,6.785188,-10.7777195,8
818,17.438723,38.248833,0
819,-3.0463567,-32.2801,7
820,-14.879162,-44.070827,7
821,22.047512,-9.903051,1
822,-13.67508,-10.583791,9
823,1.6077377,-12.405834,8
824,-3.6367936,-45.443245,7
825,27.724525,43.672195,0
826,-39.58149,-29.344791,9
827,-19.514673,-5.841108,9
828,-53.543934,-17.420815,4
829,-3.692805,37.069935,6
830,37.43087,-10.257934,2
831,4.003512,-12.293465,8
832,-11.9963665,21.148535,5
833,27.46974,-19.514923,1
834,-40.968304,-6.538514,4
835,27.7374,-18.034904,1
836,-6.353821,17.307491,5
837,-13.988557,22.056149,5
838,14.14783,-33.599438,1
839,0.7330714,-28.067379,7
840,17.386534,12.60342,3
841,-5.8812876,40.121807,6
842,-46.397972,-15.37686,4
843,26.254557,10.347253,3
844,43.639465,13.892388,2
845,-14.308101,21.501192,5
846,-16.688663,30.313549,6
847,-46.186607,2.3264756,4
848,-49.224037,-18.33358,4
849,28.819109,38.151344,0
850,-30.833862,-4.984464,4
851,-47.28259,3.1600444,4
852,-6.7473207,32.051304,6
853,-0.80306834,-25.735271,7
854,-21.12682,-29.728792,2
855,-47.12939,3.2920125,4
856,16.826698,1.5751492,3
857,26.988733,12.818548,3
858,0.9058593,-8.294754,8
859,26.979673,44.11558,0
860,22.846048,40.164043,0
861,24.846083,12.048956,3
862,41.480915,-2.7697515,2
863,50.792572,-3.686316,2
864,4.8491435,-37.305824,9
865,4.756871,-12.521947,8
866,6.213296,-27.058245,2
867,25.35277,12.2972,3
868,-1.5831888,-37.96678,7
869,27.582602,39.970093,0
870,22.575932,-50.86581,1
871,26.586565,-15.8929615,1
872,7.5632815,36.686554,0
873,45.49303,11.883071,2
874,16.315392,19.720255,3
875,9.5513115,12.436539,3
876,-4.762549,1.6241779,8
877,-47.179058,-6.380385,4
878,16.077642,-0.38379374,3
879,-31.28311,20.5149,5
880,-1.2041203,-29.324183,7
881,-9.876876,38.097446,6
882,-52.502502,-15.041221,4
883,-10.171134,-32.99877,7
884,14.740454,-24.704437,7
885,2.6116552,-13.008579,8
886,-3.4108822,18.124378,5
887,-23.81021,-6.744748,9
888,1.8760897,-37.3488,7
889,27.009974,47.029938,0
890,12.894486,4.559819,3
891,26.35103,-15.62668,1
892,31.341063,-38.21982,6
893,50.815704,10.584633,2
894,-32.95136,1.1180153,4
895,16.477669,10.325353,3
896,-44.454765,7.031429,4
897,-46.13923,3.6909456,4
898,-3.317384,-40.635242,7
899,-28.394154,22.425676,5
900,-16.534483,-18.71744,9
901,-5.768275,38.155052,6
902,19.690647,38.861454,9
903,28.7995,43.699253,0
904,-10.089626,-42.05806,7
905,22.275013,-12.97619,1
906,-41.30532,-15.262251,4
907,46.5943,13.652333,2
908,-17.056395,-43.166603,7
909,25.68679,14.24025,3
910,-10.155706,50.12063,6
911,-1.864916,-24.690565,7
912,-18.246647,11.906151,5
