x1,x2,y
-15.255282,20.63669,2
-33.22493,53.772423,1
-26.995962,48.81418,1
-35.633873,-76.799805,7
75.56917,-1.5948672,9
60.275352,13.878081,0
22.712797,5.912907,2
43.87954,72.64672,6
-62.190563,-52.48206,7
9.354511,-51.185066,8
69.02528,-78.69936,3
-30.998762,-22.755527,9
91.770485,6.44192,0
-58.54007,38.950615,4
43.287838,70.668465,6
-40.119164,-83.803085,7
-87.36651,22.805376,4
30.53414,68.858574,6
-2.033578,-58.53632,8
60.843243,10.620135,0
-52.45633,-61.281586,7
-2.7765005,-52.389446,8
56.62763,-72.68251,3
-43.010696,44.603645,1
14.818675,-30.191923,5
-56.2279,-78.697235,7
-5.0522337,79.93694,1
-48.92094,-69.51821,7
-2.4555333,102.22672,1
-35.341915,54.63432,1
22.745502,73.42613,6
74.58076,-27.754494,3
107.067566,20.651295,0
1.8221102,40.7927,2
-97.09741,-22.121307,9
44.185547,-49.620804,3
-30.701162,83.29696,1
-22.898918,43.007942,1
89.81087,37.50335,0
-56.40929,28.140303,4
-63.675705,-19.05115,9
-3.2316353,28.441208,2
76.31542,8.886427,0
66.72932,32.731194,0
-49.87758,-51.341896,2
96.63944,26.848091,0
-4.0181293,20.957281,2
-29.100798,-76.5199,7
-6.889642,68.69239,1
9.189725,-55.063354,8
12.54982,70.73145,6
-49.69988,33.78532,4
-38.280136,87.12606,1
32.766117,57.287945,6
48.2265,-71.79008,3
-48.93919,31.52873,4
60.792355,-35.377663,5
-40.261345,-3.4258382,9
0.700416,106.94275,1
69.53287,-22.864412,3
61.113617,-77.98835,3
3.0907466,-54.780186,8
41.015976,-12.333394,5
-49.458553,21.649815,4
-40.856297,-46.45936,7
-23.342415,-48.772247,7
-61.6882,17.038532,4
0.2698246,37.73324,2
6.1651,-86.59602,8
1.335506,-14.403023,5
-4.662411,-54.590668,8
31.000032,72.83215,6
-16.621418,-26.354462,7
61.027542,-62.759678,3
-65.93999,4.201605,4
42.560364,66.861305,6
-14.691687,69.17799,1
-31.476698,-6.2268586,9
-74.179726,-53.251595,9
38.1117,60.845074,6
84.693184,35.527897,0
69.28686,-23.129751,3
-95.71446,-47.246895,7
-6.991454,3.9660788,2
5.643,-83.047775,8
-7.990754,2.5676477,2
-66.50688,-13.063992,9
-41.872868,21.723114,4
-95.646805,28.319334,4
35.105534,63.644806,6
-56.0624,18.126167,4
-33.19935,-22.90276,9
-43.949783,-49.333687,7
59.71228,9.701848,0
-75.56752,-19.874952,9
-6.9498973,4.814022,2
-76.4039,-60.233826,9
2.5443795,-6.8156576,5
-34.229523,79.09916,1
2.0228963,-12.644133,5
-66.012955,-7.303902,9
-32.14823,57.413074,1
40.849915,14.664974,2
41.49523,-49.23333,3
-16.287058,60.76011,2
38.440014,-50.238396,3
54.93217,-25.19935,5
-39.499607,-19.985317,9
-4.7650466,87.57269,1
-40.438194,-84.73839,7
27.700623,91.237366,6
-4.247327,27.652485,2
-2.5744884,-86.24062,8
-0.75746965,34.42836,2
-3.7951412,23.593327,2
0.52123356,-14.076374,5
70.808655,6.9880385,0
-40.252613,-83.69598,7
-84.64842,27.307762,4
-29.7324,-9.595554,9
-88.69977,-50.07855,7
0.9775044,-47.13336,8
80.02298,-49.99313,3
11.134942,37.682858,2
-8.878564,103.72718,1
-34.024048,40.171432,1
8.915099,-52.00828,8
38.795143,-50.292473,3
24.752398,80.65462,6
-23.277054,38.999935,1
93.23226,23.824068,0
63.925613,-15.733263,3
-41.946453,82.03979,1
101.651344,19.570198,0
83.99334,4.7784038,0
-40.064342,82.55092,1
-31.068575,98.26136,7
19.323679,28.580523,2
-82.66321,-51.63417,7
74.863144,-29.14409,3
75.996826,-4.566866,0
-74.498604,19.836628,4
28.74848,87.65148,6
29.408564,-11.148065,5
-15.229799,9.078779,2
48.657085,80.78677,6
-101.47959,31.630701,4
-49.075462,-76.307365,7
-36.671,-50.499645,1
6.857291,-42.447674,8
-77.70485,-23.887098,9
-42.317238,-5.856478,9
65.28364,-80.9032,3
98.65726,21.048212,0
-36.43561,-65.56054,7
-18.560673,65.59918,1
60.169655,-1.2901418,0
28.867075,27.407171,2
69.11485,0.62152255,0
73.30666,-25.850378,3
14.570346,-22.788933,5
-73.755486,19.681934,4
38.119865,83.41061,6
16.865776,-8.586404,5
8.3840275,-67.81496,8
52.434616,89.51293,6
85.63878,-32.339954,3
-53.12587,-73.94783,7
44.925404,-28.60734,5
6.4279823,-48.652466,8
102.69259,10.334067,0
-44.224655,-6.0993514,9
-7.5745115,105.20086,1
102.41516,20.204813,0
77.1521,-73.8795,3
-41.450024,81.97074,1
-4.9575744,32.99039,2
40.180527,19.805391,2
76.81296,-47.71343,3
70.48303,-23.278683,3
29.127756,46.470684,6
-55.776894,23.17298,4
-47.24835,-55.133553,7
21.249489,-5.950379,5
88.20653,46.089325,0
43.607544,66.770325,6
44.13083,42.575775,2
-51.2633,-76.40092,7
-99.393295,-14.2786875,9
6.997487,-47.425327,8
46.20059,-25.033722,5
-48.719414,-10.772758,9
-24.452824,12.0334215,2
-16.338737,57.199192,1
-10.248248,65.49964,1
-56.776867,13.993398,4
-73.32381,38.454445,4
17.53707,-8.279981,5
28.367336,49.72742,6
-59.32639,23.319767,4
-39.886456,71.83253,1
36.814117,19.551926,2
86.56178,-19.029476,5
41.30613,-52.48887,3
-42.11379,-14.328969,9
76.05052,-26.956142,3
-91.9222,-25.971478,9
98.04394,25.548216,0
47.858418,-35.176056,5
-44.596313,-5.303307,9
40.936867,77.64862,6
6.2441754,-5.249272,5
-63.785736,-51.4993,7
-58.411713,15.023475,4
-39.777718,68.74532,1
70.297066,-29.815168,3
-57.113037,4.9979744,4
82.65522,13.806741,0
-106.52904,29.28392,4
2.1857648,-43.73868,8
79.42896,8.927801,0
-55.82525,23.813913,4
64.3542,-73.0742,3
47.54475,81.551,6
3.892764,-70.42709,8
-44.83969,-74.36244,7
36.820408,59.370872,6
68.234116,20.416225,0
-77.19107,-32.35494,9
-36.22872,-70.87337,7
52.394646,-37.711628,5
-43.653835,-64.29107,7
31.70869,21.218475,2
-17.640211,51.19639,1
-28.655409,84.4764,1
47.026695,71.09504,6
2.597516,-84.40017,8
-40.955776,-8.380445,9
-81.78602,36.76783,4
-31.771908,49.134735,1
48.072247,-35.241505,5
37.039463,20.092762,2
9.60469,35.84956,2
-30.295267,-17.184786,9
64.87087,6.846866,0
72.26511,-25.498491,3
-89.78751,-17.82414,9
51.104713,86.06429,6
-55.644924,-36.93767,7
31.328608,22.294445,2
71.59911,8.97005,0
71.61475,-22.94581,3
27.208157,-27.767414,5
-57.954983,24.101784,4
77.78869,-43.52647,3
38.711025,67.133064,6
36.0724,-26.119963,5
18.423689,-74.14215,8
-84.84107,-8.551539,9
19.926285,-3.9307342,5
-61.951782,14.197931,4
-45.995144,-76.79228,7
-74.4443,25.803576,4
30.244589,28.523363,2
-73.158226,-31.307217,7
77.40001,-24.630823,3
-62.686058,10.468047,4
2.5165863,-44.10604,8
-81.05797,-15.908596,9
-30.545849,47.397003,1
30.016245,-56.988388,9
37.6193,19.286337,2
11.030046,-66.58474,8
-42.86978,-70.18301,7
-74.743324,-10.674066,9
-31.63359,46.56845,1
25.390745,-78.52268,8
-34.921013,-59.770947,7
-63.6075,-0.6370441,4
-21.420528,39.78309,1
49.295216,-71.64461,3
-30.202461,49.3164,1
-3.7189598,90.30866,1
79.28241,20.236797,0
-11.938378,27.02464,2
42.428974,-52.70417,3
-61.056946,-15.52599,9
-48.89711,18.933512,4
-59.915085,-13.266406,9
26.575636,21.709583,2
-8.934174,73.29476,1
49.258358,71.28499,6
10.738702,-62.137905,8
-67.08123,28.66755,4
-48.22912,-39.463207,7
-59.865795,-73.8448,7
-71.0758,13.422138,4
-57.93849,23.06591,4
-77.09751,-11.900685,9
30.48398,28.316673,2
21.625465,-33.333004,5
-43.708973,-78.21909,7
11.16811,18.193825,2
-47.09349,20.91762,4
-89.83858,35.510235,4
28.807957,28.106672,2
-10.920907,83.58775,1
-37.378334,-21.177855,9
-72.367676,-35.859455,7
30.19711,28.692873,2
23.976198,-94.56255,8
-37.966568,-66.34469,7
12.856784,58.59533,6
-37.2609,-12.343673,9
-10.224474,16.609802,2
31.47938,32.15959,2
66.39601,-67.41416,3
-4.3526196,-44.58521,8
-7.177263,89.858765,1
46.144444,68.38375,6
32.99054,-20.633781,5
-20.647257,41.193882,1
-15.976919,90.80635,1
66.62346,29.307224,0
6.5793233,20.806997,2
37.48146,64.03676,6
-70.25933,31.046837,4
22.259127,-4.8080983,5
60.87932,-66.753006,8
76.69803,-26.056885,3
-7.9836655,93.408806,1
21.179161,-5.245855,5
-28.52112,77.8537,1
-29.024672,-17.380201,9
-0.7246821,25.065044,2
-36.263996,-70.500465,7
-47.570522,4.250824,4
-56.435402,22.756493,4
-72.37637,2.7576616,4
-6.8456936,-42.52555,8
-33.63243,60.09115,1
-0.94750607,-9.680405,5
-1.9422088,-7.398994,8
-34.27998,-14.115016,9
22.673756,-20.928146,5
42.517254,66.77526,6
-49.184498,-45.487473,7
-29.710262,-10.790909,9
-86.14016,-28.726349,9
70.96173,-16.46951,3
-84.84736,-61.48089,7
76.76955,44.663536,0
-80.422615,-24.054615,9
97.769196,25.265532,0
23.334375,65.12922,6
39.55229,71.432076,6
21.576576,10.876533,2
72.75849,-26.411783,3
-95.43913,-9.063985,9
96.23465,30.270529,0
-74.778305,-57.29274,7
5.818885,-5.3916974,5
-81.39693,22.324823,4
-0.46120578,-39.844627,8
104.16848,18.137629,0
-42.982674,-6.249331,9
-72.42589,20.419712,4
-20.470608,41.127823,1
4.2871675,102.51234,2
6.492844,-49.263283,8
-89.20558,-41.42752,7
-20.13078,41.103783,1
21.863531,32.838264,2
43.422016,67.91224,6
-35.664482,81.02252,1
58.63492,7.880841,0
89.15623,-34.206894,3
78.72045,35.4115,0
-26.199257,88.44124,1
-27.6405,50.52504,1
3.4700532,-60.414825,8
34.844765,21.481472,2
90.79646,13.435832,0
35.850307,-73.57018,3
-83.20319,-13.309752,9
-63.162373,34.99067,4
95.57311,40.586567,0
0.0039516985,-10.943439,5
106.053505,19.025467,0
47.42752,63.35474,6
-42.820713,63.456604,1
-25.146072,-69.3005,7
-99.80128,-51.980793,7
-15.824305,-50.71862,8
-6.6007733,89.20625,1
-24.37978,-15.541052,9
-5.84953,62.96079,2
70.575806,38.75784,0
22.57127,-18.969742,5
-27.088278,31.4424,1
13.605257,38.47255,2
39.70426,10.740829,2
-58.98027,-39.426884,7
50.167713,-60.09404,3
24.874435,-31.959473,5
-52.02509,34.0879,4
-52.102573,-4.5283117,9
-25.5926,-66.27406,7
-18.237381,88.0785,1
-14.787741,-45.934124,8
72.82524,-73.89484,3
-18.74376,-17.765106,9
41.24047,101.65731,6
72.580574,43.667217,0
84.993256,-47.79488,3
-30.836117,21.91942,1
-33.204216,50.095284,1
38.758293,29.134365,2
96.59331,5.025021,6
87.76104,-39.86699,3
38.03096,-10.867834,5
-23.856441,-56.175117,7
20.44348,66.77937,6
6.5909657,-58.590153,8
-56.407883,-49.51849,3
-17.212986,-18.057543,9
22.337265,-36.205647,5
-1.8686483,-41.758205,8
50.638798,-22.697456,5
-48.068108,-81.58506,7
57.734383,95.07666,6
-28.529718,32.10589,1
-27.080194,29.435472,1
34.601173,-52.987225,3
-44.022003,58.44391,1
-24.208313,-53.05724,7
14.337829,-37.20323,5
2.184339,-13.905373,5
47.88236,-15.448795,5
40.118076,26.43929,2
33.51945,-41.441414,5
5.4983163,-59.745773,8
-44.203453,-51.570393,7
68.5605,40.67492,0
-71.75436,-19.832434,9
-41.946587,-82.59456,7
-61.944786,-67.47773,7
0.11205563,-9.434058,5
98.82399,14.666628,0
-22.530998,-17.901237,9
99.33823,21.370846,0
58.04258,38.654533,0
15.442625,-99.03943,8
-19.592209,-16.499416,9
7.0598764,29.633524,2
-49.169815,35.184895,4
8.6694355,-89.091194,8
-30.380543,19.54766,1
33.73835,93.06566,6
-29.598717,22.873234,1
37.927017,81.21053,6
7.7528825,-6.992862,5
-41.974033,55.105267,1
-6.491233,-63.970963,8
39.490192,-73.99657,3
-52.332306,29.28661,4
61.1987,4.3174977,0
11.528917,-16.724096,5
78.162445,-38.004944,5
6.029349,-59.18614,8
72.124054,-41.592888,3
28.973885,71.0737,6
33.02047,6.1862955,2
45.605774,-51.49529,3
-79.16292,-14.872033,9
37.796894,9.846637,2
0.40396047,63.000404,1
-33.472206,39.24398,1
46.57669,-37.00912,5
35.59013,22.785048,2
-37.308655,95.33211,1
47.09495,-51.901325,3
-1.8817956,45.170967,2
0.62882906,-44.68326,8
-36.402504,-47.847233,7
70.015,-20.362806,3
-81.97407,-54.95405,7
37.63825,23.329395,2
-74.99239,27.778711,4
51.025307,64.54787,6
-65.54402,-13.324406,9
-27.726473,-65.37808,7
16.97275,7.091057,2
-49.10986,28.582314,4
3.7208292,33.247005,2
-4.887599,-49.272552,8
-32.50065,87.276955,1
-37.6563,42.388493,1
40.529907,-73.15294,3
-4.034688,-43.763454,8
-85.93735,13.280116,4
67.87074,37.434826,0
11.1451645,63.611214,6
3.3320227,-20.764223,5
-69.2361,-12.964013,9
70.026474,-20.41082,3
77.00482,-4.3838058,0
-19.683243,-15.779118,9
19.608778,10.677793,2
-52.36799,36.364048,4
-29.250332,-56.146793,7
-29.301771,24.15612,1
-21.002535,5.9386954,2
-25.15964,-20.303423,9
-60.637535,3.076976,4
42.25286,24.703115,2
34.787136,100.78292,6
-28.836164,32.664948,1
23.970135,-75.61499,8
-19.573864,-16.802412,9
97.31503,4.343239,0
38.579075,54.169655,6
46.000534,67.58275,6
-29.922302,-65.26494,7
-52.512516,0.015829712,9
-19.073544,-18.260294,9
22.243132,-81.13994,8
56.38848,29.870369,0
-46.27083,69.49475,1
-43.270054,32.649975,4
-105.13334,23.391811,4
48.525253,50.11747,6
-87.385895,-41.93027,7
-35.31924,39.34507,1
10.156034,-37.070408,5
-28.275225,-49.333107,7
79.88324,2.6505742,0
39.71724,-56.946022,3
0.6804563,-6.0315485,5
-13.987916,-48.707165,8
-88.26038,27.785118,4
-29.82123,-67.05867,7
-5.2788267,90.11755,1
38.573166,29.724714,2
44.02314,-36.955795,5
-27.713205,-15.80649,9
43.950977,-41.386024,5
39.570934,54.38093,6
-51.279747,-51.707592,7
21.947935,-30.143595,5
-37.823776,-30.703527,9
-7.133982,-25.291555,8
26.047184,-88.66502,8
39.287594,-53.786026,3
18.03316,60.777916,6
-18.634342,-19.854807,9
-84.005005,-63.13423,7
58.05527,33.8531,0
-45.50706,-43.9324,7
24.985214,35.853348,5
-46.955677,-64.99688,7
-27.828903,31.401285,1
-15.1027155,93.697334,1
63.105427,23.865547,0
-89.46881,-55.773746,7
-19.052275,-15.177012,9
27.018402,23.307478,2
62.474712,-24.788076,3
-48.772552,54.32665,7
54.152634,-54.273476,3
-10.974806,17.43925,2
-44.14246,33.203503,4
-11.689068,59.680973,1
38.60868,54.31189,6
-8.969295,36.664474,2
-30.14659,-69.18357,7
34.80826,-17.086456,5
12.766646,-17.623585,5
-56.22175,-56.568043,7
-51.221634,37.56236,4
57.861706,16.948563,0
31.697071,23.760191,2
53.80405,95.8076,6
35.49433,-52.188858,3
19.73185,73.12723,6
-42.46229,33.02113,4
72.84436,9.621908,0
-50.268734,35.741283,4
-4.524142,40.496086,2
44.80612,50.27549,6
55.239643,10.479223,0
58.096523,40.908283,0
88.087456,-1.2172433,0
66.44415,31.15994,0
84.31613,-62.453987,3
-33.04756,44.753826,1
26.066534,61.472965,6
21.880423,31.889301,2
-9.825667,60.22878,2
76.00251,-31.891972,3
-36.336796,71.544556,1
-67.57691,40.733303,4
-23.297737,93.24552,1
37.539627,-9.905504,5
-55.840496,24.931305,4
51.32803,69.18251,6
-93.59604,8.323927,4
-32.138203,-67.14196,7
20.987595,12.467514,2
0.94223464,-47.592346,8
-85.08999,-48.243732,7
-45.97759,-23.225157,9
-7.687413,35.26149,2
65.441025,31.103699,0
42.969315,-28.420246,5
-33.427063,43.620895,1
-82.1513,26.318964,4
15.956337,37.629105,2
7.305594,-84.658424,8
73.128044,-25.304749,3
-13.807491,13.838226,2
-67.392204,41.273426,4
-33.47045,52.1771,1
43.18752,-8.479749,5
-55.19378,27.199411,4
51.412525,70.484055,6
73.490265,4.0177784,0
-44.192543,-79.70538,7
-93.96095,-0.8218589,9
-3.7824335,-40.681396,8
-98.91906,16.678608,4
-36.694477,-15.123629,9
6.951583,-82.97447,8
70.55391,32.4928,0
-17.199055,85.71929,1
-35.842773,38.08707,1
55.577507,31.87597,0
28.86705,30.93852,2
-3.6384745,23.338942,2
70.9941,-25.111336,3
24.026888,14.123019,2
-62.34364,39.91353,4
-81.140144,31.08061,4
36.02856,-30.540644,5
-14.322117,101.55425,8
45.376064,61.32895,6
41.195522,-36.573048,5
-29.724873,-74.07473,7
-80.21139,-52.35202,7
0.40089464,-46.898964,8
9.349189,-89.19515,8
-36.73723,-24.517963,9
-38.022587,-49.3945,7
-67.755264,41.742302,4
-57.368202,-36.257706,7
72.2914,-23.109943,3
-6.414904,20.43105,2
77.479675,33.06383,0
2.0471425,-87.571846,8
44.25996,57.026955,6
38.443058,-83.926575,8
40.536858,54.61517,6
-5.5579457,97.97351,1
52.472286,66.45645,6
18.364086,-64.77935,8
-45.685856,-23.580381,9
-84.29865,42.87063,4
68.46782,34.933857,0
-61.096638,-9.417335,9
61.17068,37.08514,0
-52.561764,5.5997057,4
-29.766424,32.924854,1
38.726265,-33.68362,5
-53.484238,40.16285,4
-66.687035,-44.35293,7
34.5298,-10.884155,5
62.15556,-66.07071,3
-30.827696,-74.25571,7
-46.39457,4.972439,4
-31.955875,-25.256495,9
-7.873498,-81.26217,8
31.714977,-9.676609,5
-3.926015,-78.36304,8
46.350414,55.665802,6
75.890465,-65.86111,3
-1.6346138,-50.54576,8
33.78498,96.53856,6
-53.26189,-27.104221,9
-105.134476,-16.501467,9
-23.423334,47.256195,1
-1.832521,-67.51798,8
74.01001,-34.26653,3
48.197517,-23.985966,5
-8.4343195,-56.78305,8
62.754818,98.82204,6
29.251234,-13.946376,5
-38.78252,-26.859552,9
-51.558228,-68.049515,7
34.86529,17.112263,2
23.902798,-5.402321,5
57.828613,-0.5450201,0
-6.6515856,-51.400845,8
-13.944214,-13.607135,5
-22.56515,39.329735,1
-5.1064095,86.43438,1
68.83402,35.304523,0
-61.80144,-22.214197,9
-22.873426,39.531223,1
13.459965,-65.48987,8
43.772224,56.062996,6
-78.50566,-36.77443,7
73.32543,32.971436,0
-80.48341,-1.0783191,9
73.96678,-33.66117,3
87.14498,31.719297,0
0.50546545,-47.56836,8
22.734053,-89.66579,8
-37.307457,-22.331003,9
41.115158,50.528122,6
-28.524197,-57.641514,7
6.2920685,-63.379177,8
-61.329353,30.080446,4
-65.53971,-51.570286,7
38.452328,-10.383439,5
-70.5216,-10.415752,9
14.551412,35.80323,2
34.113888,80.51672,6
-27.484194,-60.171925,7
-100.07303,29.067528,4
38.86172,-10.849318,5
-60.643764,-15.687241,9
15.706835,36.495438,2
44.299255,-77.93727,3
-21.849699,46.69719,1
26.801023,89.755104,6
72.36408,-25.54948,3
-77.076294,-16.062572,9
15.490429,37.676876,2
-1.7205906,23.517931,2
40.008896,-11.350446,5
38.100353,71.80655,6
2.51432,-47.769978,8
74.54113,11.855575,0
-46.04019,-73.526436,7
-88.07083,-42.683292,7
-26.733852,25.39425,1
-31.864143,-3.3638153,9
-7.0712085,-50.126938,8
-68.167336,-42.332355,7
59.83267,33.731033,0
-104.4576,-9.325377,9
-30.969048,-17.301704,9
-105.798225,32.541294,4
40.309586,55.111336,6
-11.41445,18.830564,2
6.3171225,-46.6996,8
47.46063,-11.904554,5
-22.887758,48.626865,1
-74.84474,19.534678,4
-22.372313,45.37298,1
43.379116,-27.303694,5
37.367233,-10.176272,5
-34.608036,81.03253,1
-32.92878,-65.61106,7
65.00461,-45.523575,3
44.856617,61.640343,6
-97.563095,34.02694,4
70.20996,-22.717766,3
36.100815,9.350459,2
37.23869,-10.141048,5
10.777191,69.87687,6
-62.443523,40.00347,4
-103.04839,23.625963,4
55.740875,28.968653,0
-55.721745,27.274702,4
-67.3511,42.96049,4
26.874256,57.42685,6
-35.02251,-70.07878,7
-84.69306,-4.614,2
-67.4447,41.335304,4
44.55881,-69.20566,3
76.772835,-21.391798,3
-2.6212192,-58.328724,8
61.839687,34.886696,0
68.52729,22.511066,0
71.69511,-25.323067,3
4.1669455,21.720074,2
8.673302,41.870815,2
-35.80969,-36.41837,9
3.6748815,-45.991955,8
6.5193267,2.1823874,2
72.85036,-23.986176,3
-55.304195,-50.337456,7
57.69956,26.761223,0
-0.38891864,105.56372,1
-20.284801,41.527924,1
98.229576,4.8699403,0
36.1264,13.868198,2
83.70943,-46.02338,3
70.55692,-65.422195,3
6.1436157,-84.00236,8
-77.16144,33.788418,4
40.565903,-73.02112,3
-3.8248096,-7.404736,5
-37.455162,-65.102646,7
32.57276,71.0977,6
-99.74915,32.757557,4
-60.462646,-77.540665,7
-50.88482,60.623203,7
-6.3480687,-47.315136,8
52.246906,-30.356035,5
-38.11142,-26.87752,9
-54.32806,-46.92512,7
61.955776,39.816467,0
52.960392,-71.15198,3
-20.86841,39.98036,1
-3.9855309,74.314545,6
38.174343,24.66449,2
-45.680813,13.257916,4
63.55824,-55.382927,3
-54.59241,40.472507,4
-64.70613,41.91233,4
-54.47216,-39.605225,7
1.4746338,-5.255174,5
-50.44408,-2.8464932,9
41.018005,59.794098,6
73.71605,19.445824,9
58.231735,33.768787,0
-76.43843,-52.76269,7
-31.684776,34.023674,1
-91.74685,11.268795,4
41.390884,14.089916,2
-88.26393,-55.858845,7
78.9166,-26.640701,3
57.513283,80.11342,6
-29.966957,-75.28158,7
19.623974,-31.571724,5
-8.308693,-37.57154,8
-86.70391,32.74945,4
-1.2596496,-9.662226,5
48.803062,-20.053541,5
35.30848,31.20427,2
-30.89053,-46.68959,7
-21.86981,38.637344,1
-21.638369,67.290115,1
-0.07850969,-11.606313,5
16.740084,57.086483,6
-10.020914,-46.422997,8
49.103123,-43.414738,5
-11.773968,-53.216415,8
-93.9969,23.942154,4
60.460583,22.447317,0
-42.82592,-70.51431,7
-37.414818,-29.250227,9
-36.697105,-22.052834,9
36.964657,29.387209,2
-84.25931,-19.160942,9
-37.60517,-82.801765,7
-65.09004,-71.3981,7
-10.465834,-11.694419,8
-62.987034,-40.357323,7
-52.624744,37.813892,4
-12.056125,18.54096,2
34.893578,49.408794,6
-87.120125,-7.659686,9
-19.026941,37.145718,1
-68.08562,-77.64591,7
52.952053,26.338797,0
51.11773,91.41175,6
-51.46247,25.122017,4
-10.83524,2.6604886,2
-3.482482,-10.788361,5
-30.45812,-47.157917,7
62.76547,26.501545,0
-54.81212,-37.161015,7
-27.032557,33.9324,1
66.54269,5.4568443,0
46.2901,-60.29758,3
-39.315403,-66.73352,7
36.345226,52.541348,6
42.36857,-14.581645,5
54.665627,25.760906,0
25.21175,70.07793,6
-25.54605,41.383495,1
31.39147,-36.700375,5
-18.043207,35.57562,1
-67.89926,-68.71595,7
-1.5269213,-46.052334,8
23.354256,-10.74419,5
59.642616,28.186443,0
22.873116,93.92122,3
-63.504425,42.35441,4
-58.35734,-40.267902,7
-61.392395,-74.98915,7
50.25437,-28.730305,5
-36.5575,-83.94002,7
-13.097099,-78.24212,8
38.43728,52.45186,6
9.359041,-94.54117,9
82.47411,-37.845123,3
-3.475425,-69.79332,8
36.881145,49.219254,6
-3.685987,102.390236,1
55.09577,26.672945,0
-56.34588,-6.842647,9
-26.823835,-72.24119,7
-26.052443,99.94934,1
46.859627,-60.229095,3
100.91966,10.427938,0
6.2476363,-6.256484,5
50.521976,94.19105,6
-56.94977,35.30661,4
-75.732254,25.802372,4
39.284294,22.690292,2
-99.18204,33.571888,4
-66.93936,41.831234,4
76.61548,-41.384842,3
-18.540962,36.326614,1
-70.60976,-70.39167,7
-39.102673,-83.374,7
15.860941,73.47312,6
58.542877,34.506035,0
73.96542,-50.53889,3
36.781826,49.903694,6
67.95284,6.47664,0
-37.526024,-79.103226,7
-18.41976,88.93899,1
-22.640104,33.346085,1
-89.18664,6.668238,4
-32.991985,-25.251501,9
-81.43602,18.28027,4
44.764652,-62.227234,3
-72.538574,36.53266,4
-2.59295,-34.704987,8
32.3127,15.408618,2
38.044083,26.962563,2
-28.852827,71.116905,1
-9.4210615,-36.31479,8
-84.44161,-43.44665,7
69.2195,35.825466,0
18.020945,-66.50434,8
-18.667131,39.24631,1
83.941246,-1.0041188,0
-57.592297,-80.6062,7
23.011038,60.820366,6
51.28649,-12.450817,3
-49.29076,-47.73341,7
-37.08006,-81.801476,7
36.062263,-40.456497,5
2.822119,-53.018047,8
-3.2875195,-75.396545,8
-32.544838,-4.561927,9
103.8449,21.487078,0
69.78468,35.779545,0
24.725935,35.111874,4
-43.926174,40.275955,1
44.341602,-67.632545,5
34.03084,27.567867,2
22.536953,10.585022,2
17.195763,-46.597694,3
-19.507462,-19.00536,9
-49.458584,29.61789,4
-87.784874,-18.570093,9
23.376032,-5.6610146,5
91.70835,23.656734,0
34.05235,52.146664,6
-67.46514,-43.747963,7
-42.210693,-82.24709,7
-49.25084,70.81287,1
23.54323,-58.08129,8
86.49761,2.9805796,0
-25.556383,6.214753,2
27.5679,7.6096077,2
75.3598,36.99699,0
-92.83719,32.46204,4
-32.273853,35.805202,1
-12.652886,87.0059,1
33.391914,27.40465,2
-68.968254,-74.144356,7
23.189253,-5.74361,3
-64.10122,-13.904376,9
-25.841385,-52.232418,7
-14.0695505,17.36932,2
14.057139,-60.491745,8
-29.37218,84.50847,1
-27.898916,-11.818036,9
29.012524,-22.027075,5
-0.991956,-72.580185,8
14.162223,-85.655174,8
